id,articleType,review_status,proposed_action,reason,review_method
910420,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910421,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910422,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910423,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910424,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910425,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910426,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910427,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910428,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910429,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910430,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910431,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910432,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910433,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910434,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910435,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910436,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910437,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910438,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910439,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910440,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910441,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910442,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910443,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910444,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910445,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910446,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910447,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910448,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910449,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910450,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910451,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910452,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910453,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910454,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910455,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910456,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910457,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910458,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910459,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910460,Kajal and Eyeliner,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910461,Kajal and Eyeliner,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910462,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910463,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910464,Kajal and Eyeliner,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910465,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910466,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910467,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910468,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910469,Kajal and Eyeliner,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910470,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910471,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910472,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910473,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910474,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910475,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910476,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910477,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910478,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910479,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910480,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910481,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910482,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910483,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910484,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910485,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910486,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910487,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910488,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910489,Kajal and Eyeliner,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910490,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910491,Kajal and Eyeliner,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910492,Kajal and Eyeliner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910493,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910494,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910495,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910496,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910497,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910498,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910499,Kajal and Eyeliner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910500,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910501,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910502,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910503,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910504,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910505,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910506,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910507,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910508,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910509,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910510,Lip Gloss,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910511,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910512,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910513,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910514,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910515,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910516,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910517,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910518,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910519,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910520,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910521,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910522,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910523,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910524,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910525,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910526,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910527,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910528,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910529,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910530,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910531,Lip Gloss,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910532,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910533,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910534,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910535,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910536,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910537,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910538,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910539,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910540,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910541,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910542,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910543,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910544,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910545,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910546,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910547,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910548,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910549,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910550,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910551,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910552,Lip Gloss,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910553,Lip Gloss,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910554,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910555,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910556,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910557,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910558,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910559,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910560,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910561,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910562,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910563,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910564,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910565,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910566,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910567,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910568,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910569,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910570,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910571,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910572,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910573,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910574,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910575,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910576,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910577,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910578,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910579,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910580,Lip Gloss,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910581,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910582,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910583,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910584,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910585,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910586,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910587,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910588,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910589,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910590,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910591,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910592,Lip Gloss,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910593,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910594,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910595,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910596,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910597,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910598,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910599,Lip Gloss,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910600,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910601,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910602,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910603,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910604,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910605,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910606,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910607,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910608,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910609,Lip Liner,crop_review,hold_for_review,Background dominance or severe truncation/distortion makes the target hard to identify.,full_contact_sheet_screen
910610,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910611,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910612,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910613,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910614,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910615,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910616,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910617,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910618,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910619,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910620,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910621,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910622,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910623,Lip Liner,label_review,hold_for_review,Visible product appears inconsistent with the assigned class; verify original product and annotation.,full_contact_sheet_screen
910624,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910625,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
910626,Lip Liner,no_obvious_issue,candidate_for_training,No obvious issue in the full contact-sheet screen; label not independently authenticated.,full_contact_sheet_screen
